Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,A_Record,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Content,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
hokabratislava.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.38,0.35,0.59,0.0,0.0,1,2,0,0,False,10,None,1
dope-snow-slovakia.sk,Gransy s.r.o.,3,3,Let's Encrypt,47,165.231.64.23,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.65,0.33,0.52,0.0,0.1,2,2,0,1,False,9,Germany,1
123company.sk,Gransy s.r.o.,3,3,Google Trust Services,73,104.21.13.145,2,0,0,0,0,0,13335,404,cloudflare,text/html,3.7,0.23,0.46,0.23,0.0,1,2,3,0,False,8,Canada,1
hunter-sk.sk,Gransy s.r.o.,4,3,Let's Encrypt,73,196.240.121.159,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.25,0.17,0.67,0.0,0.08,1,2,0,1,False,6,Germany,1
balmainshop.sk,"WebHouse, s.r.o.",3,3,Google Trust Services,48,172.67.160.26,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.52,0.29,0.64,0.0,0.0,2,3,0,0,False,7,Canada,1
cykloeshop.sk,Gransy s.r.o.,4,3,Let's Encrypt,45,77.78.104.3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),text/html,3.24,0.31,0.62,0.0,0.0,2,2,0,0,False,7,Czechia,1
fredperryslovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,89,158.222.2.15,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.52,0.29,0.67,0.0,0.0,1,3,0,0,False,10,United States,1
drmartensbratislava.sk,Gransy s.r.o.,3,3,Google Trust Services,88,104.21.23.175,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.57,0.27,0.68,0.0,0.0,1,4,0,0,False,13,Canada,1
calvinkleinslovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,86,196.196.242.79,1,0,0,0,0,0,57858,200,Apache,text/html; charset=UTF-8,3.35,0.3,0.65,0.0,0.0,2,3,0,0,False,10,Sweden,1
aldotopanky.sk,Gransy s.r.o.,4,3,Let's Encrypt,89,158.222.2.50,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,7,United States,1
128939.sk,Cloud DNS Ltd,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,2.95,0.0,0.22,0.67,0.0,0,2,6,0,False,7,None,1
caterpillarslovensko.sk,Gransy s.r.o.,4,3,Google Trust Services,45,172.67.209.66,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.68,0.3,0.65,0.0,0.0,1,3,0,0,False,12,Canada,1
gymsharksk.sk,Gransy s.r.o.,3,3,Google Trust Services,89,104.21.15.127,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,2.97,0.15,0.77,0.0,0.0,1,4,0,0,False,8,Canada,1
danskoslovensko.sk,Nom-IQ Limited dba Com Laude,4,3,None,0,3.71.139.153,3,0,0,0,0,0,16509,200,cloudflare,text/html; charset=utf-8,3.09,0.28,0.67,0.0,0.0,1,3,0,0,False,7,United States,1
aerieoutlet.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.5,0.43,0.0,0.0,4,2,0,0,False,8,None,1
hoodrichbunda.sk,Key-Systems GmbH,4,1,ZeroSSL,54,165.231.253.42,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.62,0.31,0.62,0.0,0.0,2,3,0,0,False,10,India,1
bonitaaurelia.sk,"WEDOS Internet, a.s.",4,3,Let's Encrypt,37,78.24.11.233,1,0,0,1,0,0,43541,200,nginx,text/html; charset=UTF-8,3.58,0.5,0.44,0.0,0.0,3,2,0,0,False,8,Czechia,1
ellesseslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,74,172.67.187.78,2,0,0,0,0,0,13335,403,cloudflare,text/html,2.76,0.32,0.63,0.0,0.0,1,3,0,0,False,8,Canada,1
gymsharksale.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.27,0.67,0.0,0.0,1,3,0,0,False,9,None,1
763829.sk,Gransy s.r.o.,3,3,Google Trust Services,36,104.21.64.1,7,0,0,0,0,0,13335,0,None,None,3.17,0.0,0.22,0.67,0.0,0,2,6,0,False,7,Canada,1
carharttwip.sk,Gransy s.r.o.,4,2,Let's Encrypt,85,165.231.154.21,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.38,0.21,0.71,0.0,0.0,1,4,0,0,False,6,United States,1
antai-gouv-fr.stavbazdreva.sk,Websupport s.r.o.,3,1,Let's Encrypt,49,37.9.175.195,1,0,0,0,0,0,51013,200,openresty,text/html; charset=UTF-8,3.95,0.31,0.55,0.0,0.07,2,3,0,1,False,20,Slovakia,1
geoxskshop.sk,Gransy s.r.o.,3,3,Google Trust Services,70,172.67.139.15,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.03,0.23,0.69,0.0,0.0,2,5,0,0,False,6,Canada,1
benettonsk.sk,"WebCreators, s. r. o.",4,3,Let's Encrypt,48,46.229.238.136,1,1,1,1,0,1,29405,200,nginx,text/html; charset=UTF-8,2.93,0.23,0.69,0.0,0.0,1,3,0,0,False,7,Slovakia,1
123kamagra.sk,Gransy s.r.o.,4,3,Google Trust Services,34,172.67.175.225,2,1,1,1,0,1,13335,200,cloudflare,text/html; charset=UTF-8,3.18,0.23,0.46,0.23,0.0,1,2,3,0,False,7,Canada,1
efkoeshop.sk,Gransy s.r.o.,4,3,Let's Encrypt,81,77.78.104.3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),text/html,2.92,0.33,0.58,0.0,0.0,2,2,0,0,False,6,Czechia,1
gymshark-slovensko.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.69,0.24,0.67,0.0,0.05,1,3,0,1,False,10,None,1
botaskysk.sk,Gransy s.r.o.,3,3,Google Trust Services,66,104.21.13.152,2,0,0,0,0,0,13335,403,cloudflare,text/html,2.79,0.25,0.67,0.0,0.0,1,2,0,0,False,7,Canada,1
balenciagaoutlet.sk,NETIM,4,3,ZeroSSL,54,165.231.200.194,1,0,0,0,0,0,58065,403,nginx,text/html; charset=iso-8859-1,3.68,0.42,0.53,0.0,0.0,3,2,0,0,False,9,Estonia,1
caterpillarobuv.sk,Gransy s.r.o.,3,3,Google Trust Services,54,104.21.85.174,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.84,0.33,0.61,0.0,0.0,1,2,0,0,False,10,Canada,1
desiguals.sk,Gransy s.r.o.,3,3,Let's Encrypt,60,196.247.29.9,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.19,0.33,0.58,0.0,0.0,2,2,0,0,False,6,United States,1
hokatopanky.sk,Gransy s.r.o.,4,3,Let's Encrypt,70,196.245.56.131,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,7,Spain,1
airjordanbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.53,0.36,0.59,0.0,0.0,2,3,0,0,False,14,None,1
dcshoessk.sk,Gransy s.r.o.,4,2,Let's Encrypt,67,165.231.36.105,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,2.75,0.17,0.75,0.0,0.0,2,4,0,0,False,5,United Kingdom,1
gregoryruksak.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.16,0.31,0.62,0.0,0.0,1,2,0,0,False,9,None,1
celinebratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.58,0.37,0.58,0.0,0.0,1,2,0,0,False,11,None,1
adidascena.sk,Gransy s.r.o.,4,3,Let's Encrypt,81,196.245.153.246,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,5,Slovakia,1
gymsharkskeurope.sk,Gransy s.r.o.,3,3,Let's Encrypt,87,165.231.154.51,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.54,0.32,0.63,0.0,0.0,2,4,0,0,False,11,United States,1
aquataliabratislava.sk,NETIM,4,3,Google Trust Services,82,104.21.47.203,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.2,0.45,0.5,0.0,0.0,2,2,0,0,False,13,Canada,1
converseeshopsk.sk,Gransy s.r.o.,4,1,Let's Encrypt,75,196.247.29.4,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.24,0.28,0.67,0.0,0.0,2,3,0,0,False,9,United States,1
evohomeshop.sk,Gransy s.r.o.,4,3,Let's Encrypt,87,77.78.104.3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),text/html,3.04,0.36,0.57,0.0,0.0,1,2,0,0,False,8,Czechia,1
cpppapsk.sk,Gransy s.r.o.,3,3,Google Trust Services,38,104.21.32.139,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=UTF-8,2.37,0.09,0.82,0.0,0.0,1,4,0,0,False,6,Canada,1
calvinkleinshop.sk,MarkMonitor International Limited,4,2,None,0,3.33.139.32,1,0,0,0,0,0,16509,0,None,None,3.61,0.28,0.67,0.0,0.0,2,3,0,0,False,5,Canada,1
fila-sk.sk,Gransy s.r.o.,3,3,Let's Encrypt,74,158.222.2.4,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,2.92,0.2,0.6,0.0,0.1,1,2,0,1,False,5,United States,1
guessoutletsk.sk/collections,Gransy s.r.o.,4,2,None,0,None,0,0,0,0,0,0,None,0,None,None,3.5,0.32,0.61,0.0,0.0,2,3,0,0,False,20,None,1
fendibratislava.sk,NETIM,4,3,Let's Encrypt,84,196.244.195.28,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,11,Singapore,1
eventspace.sk,"ACTIVE 24, s.r.o.",4,3,None,0,31.15.10.191,1,0,0,1,0,0,25234,200,nginx,text/html,3.18,0.31,0.62,0.0,0.0,1,4,0,0,False,7,Czechia,1
balenciagaslovensko.sk,Gransy s.r.o.,4,1,Let's Encrypt,57,165.231.64.8,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.57,0.36,0.59,0.0,0.0,2,3,0,0,False,11,Germany,1
brookspredaj.sk,Gransy s.r.o.,3,3,Google Trust Services,82,104.21.64.1,7,0,0,0,0,0,13335,403,cloudflare,text/html,3.37,0.27,0.67,0.0,0.0,2,4,0,0,False,9,Canada,1
guess-slovensko.sk,Gransy s.r.o.,4,2,Let's Encrypt,56,196.196.231.199,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.19,0.28,0.61,0.0,0.06,2,3,0,1,False,7,Sweden,1
gymsharkleginy-sk.sk,Gransy s.r.o.,4,1,Let's Encrypt,77,165.231.153.40,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.65,0.25,0.65,0.0,0.05,1,3,0,1,False,12,United States,1
asshoesslovensko.sk,Gransy s.r.o.,3,3,Let's Encrypt,54,196.245.153.204,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,2.97,0.32,0.63,0.0,0.0,2,3,0,0,False,8,Slovakia,1
benetton-sk.sk,"WebHouse, s.r.o.",2,1,Google Trust Services,58,104.21.32.1,7,0,0,0,0,0,13335,403,cloudflare,text/html,3.09,0.21,0.64,0.0,0.07,1,2,0,1,False,7,Canada,1
dakineruksak.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.11,0.33,0.6,0.0,0.0,1,2,0,0,False,9,None,1
adidasspecialitysports.sk,Corporation Service Company (DBS) GmbH,4,2,None,0,None,0,1,0,1,0,0,None,0,None,None,3.56,0.36,0.6,0.0,0.0,2,3,0,0,False,17,None,1
amiparisbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.29,0.38,0.57,0.0,0.0,1,3,0,0,False,13,None,1
123tires.sk,Gransy s.r.o.,4,1,Let's Encrypt,9,77.78.104.3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),text/html,3.28,0.18,0.45,0.27,0.0,1,2,3,0,False,6,Czechia,1
cariumask.sk,Gransy s.r.o.,3,3,Let's Encrypt,68,165.231.64.62,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.08,0.33,0.58,0.0,0.0,2,2,0,0,False,6,Germany,1
guessoutletslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,78,104.21.88.106,2,0,0,0,0,0,13335,200,cloudflare,text/html,3.26,0.35,0.61,0.0,0.0,2,3,0,0,False,12,Canada,1
aetrexeshop.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.36,0.57,0.0,0.0,2,2,0,0,False,5,None,1
arcteryxsk.sk,Gransy s.r.o.,3,3,Google Trust Services,70,104.21.48.1,7,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.24,0.23,0.69,0.0,0.0,1,3,0,0,False,5,Canada,1
dopebundy.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,7,None,1
hummelbratislava.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.68,0.32,0.63,0.0,0.0,1,3,0,0,False,10,None,1
heydudetopanky.sk,Key-Systems GmbH,4,4,None,0,None,0,0,0,0,0,0,None,0,None,None,3.62,0.41,0.53,0.0,0.0,2,2,0,0,False,10,None,1
bagsmkonlineshop.sk,Gransy s.r.o.,3,3,Let's Encrypt,76,196.196.197.160,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.68,0.26,0.68,0.0,0.0,1,4,0,0,False,10,Ireland,1
crocsvypredaj.sk,Gransy s.r.o.,4,2,None,0,None,0,0,0,0,0,0,None,0,None,None,3.62,0.25,0.69,0.0,0.0,1,3,0,0,False,9,None,1
asicsteniskybratislava.sk,NETIM,4,4,ZeroSSL,30,196.240.10.17,1,0,0,0,0,0,58065,403,nginx,text/html; charset=iso-8859-1,3.51,0.36,0.6,0.0,0.0,1,3,0,0,False,15,United States,1
crocsshoes.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,2.78,0.23,0.69,0.0,0.0,2,4,0,0,False,7,None,1
dc-shoes.sk,Gransy s.r.o.,3,3,Google Trust Services,74,172.67.137.3,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.03,0.18,0.64,0.0,0.09,2,2,0,1,False,5,Canada,1
anekkesk.sk,Gransy s.r.o.,3,3,Google Trust Services,86,104.21.25.243,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,2.37,0.27,0.64,0.0,0.0,1,2,0,0,False,6,Canada,1
gaspsk.sk,Gransy s.r.o.,3,3,Google Trust Services,68,172.67.167.134,2,0,0,0,0,0,13335,403,cloudflare,text/html,2.42,0.11,0.78,0.0,0.0,1,4,0,0,False,5,Canada,1
caterpillartopanky.sk,Gransy s.r.o.,4,1,Google Trust Services,57,172.67.150.174,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.69,0.33,0.62,0.0,0.0,1,2,0,0,False,11,Canada,1
calvinkleinslovakia.sk,Gransy s.r.o.,4,3,Let's Encrypt,40,196.196.223.122,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.32,0.36,0.59,0.0,0.0,2,3,0,0,False,9,Estonia,1
decathlonbratislava.sk,NETIM,4,3,ZeroSSL,52,196.196.192.205,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.82,0.32,0.64,0.0,0.0,1,3,0,0,False,14,Ireland,1
adidaslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,74,104.21.73.66,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.34,0.35,0.59,0.0,0.0,1,3,0,0,False,6,Canada,1
asosslovensko.sk,"WebHouse, s.r.o.",3,3,Google Trust Services,72,104.21.96.1,7,0,0,0,0,0,13335,403,cloudflare,text/html,2.85,0.31,0.62,0.0,0.0,1,3,0,0,False,5,Canada,1
basetools.sk,Gransy s.r.o.,4,3,Google Trust Services,83,172.67.72.247,3,1,0,1,0,0,13335,403,cloudflare,text/html; charset=UTF-8,3.02,0.33,0.58,0.0,0.0,2,2,0,0,False,6,Canada,1
betform-sk.sk,Gransy s.r.o.,3,3,Google Trust Services,49,172.67.129.52,2,0,0,0,0,0,13335,520,cloudflare,text/html; charset=UTF-8,3.39,0.15,0.69,0.0,0.08,1,2,0,1,False,7,Canada,1
eleganceshop.sk,"WebCreators, s. r. o.",4,2,Let's Encrypt,33,193.163.77.28,1,1,1,1,1,1,29405,200,nginx,text/html; charset=UTF-8,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,8,Slovakia,1
dvsshoes.sk,Gransy s.r.o.,4,3,Let's Encrypt,71,165.231.190.79,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,2.73,0.18,0.73,0.0,0.0,2,5,0,0,False,6,Estonia,1
asicsslovensko.sk,Key-Systems GmbH,4,2,None,0,None,0,0,0,0,0,0,None,0,None,None,3.17,0.29,0.65,0.0,0.0,1,4,0,0,False,6,None,1
asicstopanky.sk,Gransy s.r.o.,4,4,None,0,196.196.52.180,1,0,0,0,0,0,41564,200,Apache,text/html,3.32,0.33,0.6,0.0,0.0,1,3,0,0,False,8,Latvia,1
coseshop-slovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,85,172.67.184.133,2,0,0,0,0,0,13335,200,cloudflare,text/html,3.27,0.29,0.62,0.0,0.05,1,3,0,1,False,10,Canada,1
fredperry-sk.sk,Gransy s.r.o.,3,2,Let's Encrypt,30,158.222.2.41,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.19,0.2,0.67,0.0,0.07,1,2,0,1,False,9,United States,1
alegriabratislava.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.34,0.4,0.55,0.0,0.0,2,2,0,0,False,11,None,1
columbia-slovakia.sk,Gransy s.r.o.,4,3,Let's Encrypt,59,196.196.6.155,1,0,0,0,0,0,57858,200,Apache,text/html; charset=UTF-8,3.58,0.4,0.5,0.0,0.05,2,2,0,1,False,9,Sweden,1
deuter-slovensko.sk,Gransy s.r.o.,3,3,Let's Encrypt,70,196.196.202.69,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.54,0.32,0.58,0.0,0.05,2,3,0,1,False,8,Finland,1
bonky.sk,"ACTIVE 24, s.r.o.",4,3,None,0,162.159.136.54,2,1,1,1,0,0,13335,409,cloudflare,text/html; charset=UTF-8,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,3,Canada,1
hokateniskybratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.69,0.38,0.58,0.0,0.0,1,2,0,0,False,14,None,1
arketbratislava.sk,NETIM,4,3,Let's Encrypt,67,165.231.4.222,1,0,0,0,0,0,57858,403,nginx,text/html; charset=iso-8859-1,3.28,0.33,0.61,0.0,0.0,1,3,0,0,False,11,Seychelles,1
demoniashoes.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.4,0.53,0.0,0.0,2,2,0,0,False,8,None,1
globebratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.57,0.33,0.61,0.0,0.0,1,2,0,0,False,10,None,1
birkenstock-sk.sk,Gransy s.r.o.,3,3,Let's Encrypt,48,196.245.153.243,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.34,0.18,0.71,0.0,0.06,1,3,0,1,False,10,Slovakia,1
funshoes.sk,"WebHouse, s.r.o.",3,3,Google Trust Services,48,104.21.68.148,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.03,0.27,0.64,0.0,0.0,2,3,0,0,False,6,Canada,1
demoniatopankysk.sk,Gransy s.r.o.,4,3,Let's Encrypt,73,196.245.153.223,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.58,0.37,0.58,0.0,0.0,2,2,0,0,False,12,Slovakia,1
hokateniskysk.sk,Gransy s.r.o.,4,3,Let's Encrypt,20,196.245.153.228,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.2,0.31,0.62,0.0,0.0,1,2,0,0,False,9,Slovakia,1
dcshoes-slovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,79,158.222.2.59,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.3,0.25,0.65,0.0,0.05,2,4,0,1,False,9,United States,1
engelbertstraussslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,35,104.21.57.225,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.54,0.29,0.68,0.0,0.0,2,5,0,0,False,11,Canada,1
hoga.sk,Gransy s.r.o.,3,3,Google Trust Services,78,172.67.129.240,2,0,0,0,0,0,13335,403,cloudflare,text/html,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,3,Canada,1
altrateniskysk.sk,Gransy s.r.o.,4,3,Let's Encrypt,33,196.245.153.228,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.29,0.29,0.65,0.0,0.0,1,3,0,0,False,9,Slovakia,1
brooksrunning.sk,"WebHouse, s.r.o.",4,3,"DigiCert, Inc.",134,20.40.202.15,1,1,1,1,0,0,8075,200,cloudflare,text/html;charset=UTF-8,3.2,0.25,0.69,0.0,0.0,2,3,0,0,False,9,United States,1
converse-sk.sk,Gransy s.r.o.,4,3,Let's Encrypt,79,196.196.231.244,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.18,0.21,0.64,0.0,0.07,1,2,0,1,False,6,Sweden,1
eccooutlet.sk,Gransy s.r.o.,4,2,Let's Encrypt,34,196.245.153.226,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.09,0.38,0.54,0.0,0.0,3,2,0,0,False,8,Slovakia,1
cartierbratislava.sk,Key-Systems GmbH,4,2,None,0,None,0,0,0,0,0,0,None,0,None,None,3.38,0.35,0.6,0.0,0.0,2,3,0,0,False,12,None,1
florsheimbratislava.sk,NETIM,4,3,ZeroSSL,30,165.231.223.201,1,0,0,0,0,0,58065,403,Apache/2,text/html; charset=iso-8859-1,3.75,0.32,0.64,0.0,0.0,2,3,0,0,False,13,United States,1
copenhagenshoes.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.31,0.33,0.61,0.0,0.0,2,3,0,0,False,10,None,1
blauersk.sk,Gransy s.r.o.,3,3,Let's Encrypt,45,196.245.230.24,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.1,0.27,0.64,0.0,0.0,3,3,0,0,False,6,Germany,1
darcekovekosebratislava.sk,Websupport s.r.o.,4,3,Google Trust Services,50,172.67.211.135,2,1,1,1,0,1,13335,403,cloudflare,text/html; charset=UTF-8,3.61,0.38,0.58,0.0,0.0,1,2,0,0,False,17,Canada,1
columbiavypredaj.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,4.14,0.37,0.58,0.0,0.0,2,2,0,0,False,11,None,1
cistiaren-bratislava.sk,Gransy s.r.o.,4,3,Let's Encrypt,88,31.30.149.57,1,1,1,1,0,0,16019,200,Apache,text/html,3.59,0.35,0.57,0.0,0.04,2,2,0,1,False,14,Czechia,1
getspace.sk,NETIM,4,3,Let's Encrypt,82,95.217.251.141,1,1,1,1,1,1,24940,200,LiteSpeed,text/html; charset=UTF-8,3.1,0.27,0.64,0.0,0.0,1,3,0,0,False,6,Finland,1
hoka-tenisky.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.46,0.33,0.53,0.0,0.07,1,2,0,1,False,8,None,1
desigualoutlet.sk,Gransy s.r.o.,4,2,Let's Encrypt,54,165.231.64.7,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.5,0.41,0.53,0.0,0.0,2,2,0,0,False,10,Germany,1
gymsharkshop.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.2,0.73,0.0,0.0,1,4,0,0,False,8,None,1
futurewin.sk,Websupport s.r.o.,4,3,Let's Encrypt,65,37.9.175.189,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,7,Slovakia,1
calvinkleineshop.sk,NETIM,4,3,ZeroSSL,58,165.231.222.5,1,0,0,0,0,0,58065,403,nginx,text/html; charset=iso-8859-1,3.62,0.32,0.63,0.0,0.0,2,3,0,0,False,6,United States,1
aloyogabratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.44,0.45,0.5,0.0,0.0,3,2,0,0,False,12,None,1
armaniexchangebratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.81,0.37,0.59,0.0,0.0,2,3,0,0,False,18,None,1
basetoosl.sk,Gransy s.r.o.,4,2,Let's Encrypt,32,91.240.20.64,1,1,1,1,0,0,59939,200,Apache/2,text/html,3.02,0.33,0.58,0.0,0.0,2,2,0,0,False,6,The Netherlands,1
caterpillarbratislava.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.45,0.33,0.62,0.0,0.0,1,3,0,0,False,14,None,1
dondupbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.79,0.32,0.63,0.0,0.0,1,3,0,0,False,11,None,1
asicssk.sk,Gransy s.r.o.,4,3,Let's Encrypt,47,165.231.64.29,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,2.32,0.2,0.7,0.0,0.0,1,4,0,0,False,5,Germany,1
dopesk.sk,Gransy s.r.o.,1,1,Google Trust Services,84,172.67.211.168,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Canada,1
columbiasportswear.sk,MarkMonitor International Limited,4,3,None,0,104.18.36.49,2,1,0,0,0,0,13335,0,None,None,3.88,0.33,0.62,0.0,0.0,2,4,0,0,False,12,Canada,1
coccinelle-slovensko.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.3,0.61,0.0,0.04,1,3,0,1,False,12,None,1
gasp-sk.sk,Gransy s.r.o.,3,3,Google Trust Services,37,104.21.81.137,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,2.65,0.1,0.7,0.0,0.1,1,2,0,1,False,5,Canada,1
alphaindustriesslovensko.sk,"WebHouse, s.r.o.",3,3,Google Trust Services,63,172.67.167.184,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.81,0.33,0.63,0.0,0.0,2,3,0,0,False,11,Canada,1
